gene_symbol,candidate_rank,priority_group,pathway,pathway_rank,pathway_priority,n_convergent_FDR_celltypes,n_same_direction_celltypes,shared_AD_PD_leading_edge
PSMA1,173,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
UBB,10676,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
CSNK1A1,5750,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMC4,2165,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PPP2R1A,7285,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMB1,12696,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMC1,3157,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
CUL1,4539,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMC3,17,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
APC,2152,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
FRAT1,6036,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMD2,1292,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
TCF7L1,5910,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMD7,83,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
TCF7,3052,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
ADRM1,47,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMD8,1411,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
SKP1,8231,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMA4,141,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMB4,3555,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMB7,2016,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMD6,7917,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
TLE4,3947,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
TLE1,7499,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PPP2R5E,12829,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
UBA52,3152,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
TCF7L2,8617,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMC6,9412,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMB2,105,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMB3,1954,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMD3,2254,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMA5,7802,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMD12,7505,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
RPS2,11612,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
WDR77,15935,P7_other,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
DNMT3A,8358,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
CCND1,10715,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
CARM1,12016,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
PRMT1,5004,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
SMARCA4,5835,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
RBBP7,11334,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
SMARCA2,4791,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
PRMT6,14623,P7_other,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
CDK4,12676,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
SMARCD2,5079,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
COPRS,7038,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
PRMT3,1590,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
SMARCB1,2506,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
ARID2,1984,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
WDR5,326,P4_single_dual_ocular_directional,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
PRMT7,1847,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
ACTL6A,3761,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
SMARCC1,8750,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
JAK2,4176,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
ARID1A,14716,P7_other,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
SMARCD3,4726,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
ARID1B,9076,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
PBRM1,688,P5_single_ocular_FDR,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,False
SMARCD1,7404,P6_brain_plus_retina_expression,RMTs methylate histone arginines,620,R3_recurrent_directional,0,3,True
NUF2,4609,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CDCA8,4131,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
ZW10,2294,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
RPS27,6585,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
EML4,2236,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
STAG1,2395,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
NEK6,11105,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
PPP2R5A,9071,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PAFAH1B1,12908,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
BUB1,968,P5_single_ocular_FDR,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PPP2CB,2445,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
DYNLL2,11300,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
ITGB3BP,3790,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
DYNLL1,14546,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CENPA,4161,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CEP135,4078,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CSNK1E,6734,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
RANBP2,7075,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
MZT2B,7772,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CENPP,12035,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NDE1,10609,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PDS5B,1810,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
ACTR1A,7329,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
YWHAE,12328,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
SMC1A,7749,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
NUP85,14812,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CEP41,11095,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
MAD1L1,7767,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NEK9,12739,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CCP110,3641,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CEP78,11546,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PPP1CC,5195,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CETN2,10514,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
TUBGCP6,7980,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
DYNC1LI1,269,P3_recurrent_dual_ocular_directional,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PPP2R5D,6389,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CKAP5,12072,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
SGO2,13802,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PPP2R5B,6618,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
NUP107,2429,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
NCAPH,9739,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CEP164,2287,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
TUBB2A,3276,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PLK1,11033,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
YWHAG,14319,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
ODF2,8729,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CEP72,11304,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NDEL1,5050,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NUP160,5651,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
TUBGCP2,1956,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CENPU,9845,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
ALMS1,2493,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
SKA2,7234,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CSNK2A1,12797,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PDS5A,1867,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
DCTN3,1381,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
PRKACA,1871,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
KIF2C,10263,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CENPO,7068,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
TUBB2B,6575,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PRKAR2B,10082,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CNTRL,12878,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CEP76,11057,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NDC80,16646,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CSNK2A2,12404,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
AHCTF1,5329,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
DCTN2,6289,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
SPDL1,4584,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
KNL1,13823,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
TUBG2,12059,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
INCENP,8821,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NUDC,923,P5_single_ocular_FDR,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CENPL,2884,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NUP43,3824,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NCAPD2,10600,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
B9D2,16920,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NEK7,12897,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CEP152,1635,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
SEH1L,2538,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
MAPRE1,3851,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
PCM1,9138,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NUP133,4897,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PPP2R1B,9195,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
ERCC6L,10192,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
OFD1,9149,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NSL1,1694,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CEP63,12342,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
DCTN1,14350,P7_other,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CENPC,5757,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
CEP250,5173,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
DSN1,6600,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CENPK,10204,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,True
CEP290,1794,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
NUMA1,8203,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
PLK4,5879,P6_brain_plus_retina_expression,Mitotic Prometaphase,621,R3_recurrent_directional,0,3,False
